ApartmentName,Address,AgentName,AgentPhone,AgentEmail,Reviews,ZipCode,CrimeRate,AirQualityIndex,PopulationDensity,Store,Mall,DistanceGroceryStore,DistanceBusStop,DistanceMall,BathroomCount,BedroomCount,Size,Rent,Floor,RestaurantName,Type,Hospitals,HospType
Stonelake Tower,8444 canfield,Beltran Castillo,(715) 648-3530,b.castillo@abc.com,1.4,73294,18,10,95,Store927,Mall927,5.1,3.8,2.3,1,1,3648,1230,4,Beggars Pizza,Pizzeria,WINONA HEALTH SERVICES,Trauma centre
Woodness Apartment,2901 dan ryan 59th st,Kerby Adrian-haberly,(254) 976-1172,k.adrian-haberly@abc.com,5,75838,29,11,96,Store737,Mall737,4.7,5.5,5.9,2,2,3645,1992,4,Pandali Restaurant,Cafe,ST LUKES HOSPITAL,Rehabilitation
Ironmallow Residency,355 76th,Kendell Corvey,(816) 250-1619,k.corvey@abc.com,1.9,72661,28,12,168,Store138,Mall138,9.8,2.8,1.7,1,1,3441,403,2,Ponys Pub,Pub,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Children's hospital
Bluehaven Heights,3445 old town,Wyatt De avignon,(515) 889-4715,w.de@abc.com,4.7,71939,16,4,160,Store267,Mall267,9.7,5.4,5.1,1,1,1899,1685,4,Joshuas Cafe,Cafe,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Geriatric
Strongsilver Tower,7928 west water,Dyane Gillings,(606) 847-1457,d.gillings@abc.com,2.7,73819,28,7,117,Store409,Mall409,5.1,1.6,4.4,2,2,4489,1413,4,Mangiamo Pizza,Pizzeria,ST LUKES HOSPITAL,Psychiatric
Crystalness Apartment,2591 lind,Oswald Urban,(616) 279-1706,o.urban@abc.com,5,73780,24,2,175,Store245,Mall245,9.8,5,9.9,2,3,3261,1006,4,Candlelight Tavern,Cafe,SANFORD WORTHINGTON MEDICAL CENTER,Trauma centre
Fairfay Residency,3449 little calumet river,Glynnis Sealock,(320) 648-1869,g.sealock@abc.com,5,75877,6,7,111,Store112,Mall112,4.2,4.5,9.3,2,3,1814,1893,2,A & R Bakery,Bakery,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Rehabilitation
Deermeadow Heights,8956 parkside,Adelina Westra,(507) 193-5097,a.westra@abc.com,4.3,73368,24,10,96,Store306,Mall306,7.6,9.7,5.7,2,2,3445,753,4,Hotel Roosevelt,FineDining,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Children's hospital
Shadowbeach Tower,1296 hollett,Lorinda Degreeff,(717) 393-5699,l.degreeff@abc.com,3.9,75930,8,5,145,Store163,Mall163,10.3,9.2,9.2,2,3,3589,386,3,Grammies Place,Takeout,ST LUKES HOSPITAL,Geriatric
Faylake Apartment,4452 garvey,Clair Verdinelli,(434) 697-3248,c.verdinelli@abc.com,2.4,74573,12,11,62,Store700,Mall700,9.7,5.8,4.9,1,1,3004,708,3,Kikkos Koffee House,Coffehouse,WINONA HEALTH SERVICES,Psychiatric
Shadowash Residency,705 bishop ford 130th st,Abran Barnett,(318) 658-7378,a.barnett@abc.com,5,77004,19,12,157,Store120,Mall120,2.3,9.8,7,1,1,1505,1440,2,Staybridge Suites Dia,Hotel,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Trauma centre
Esterwick Heights,8346 portland,Kingsly Itzler,(517) 934-8398,k.itzler@abc.com,5,75467,20,10,174,Store693,Mall693,7.5,4.6,10.3,2,2,3819,889,2,Groovy Granola,Hotel,ST CLOUD HOSPITAL,Rehabilitation
Lorburn Tower,8212 kenneth,Torey Choi,(361) 888-9223,t.choi@abc.com,1.2,72644,23,2,114,Store834,Mall834,6.5,7.8,9.9,2,3,2257,1239,3,Watkins Glen State Park Lower Gorge Snack,Cafe,UNITED HOSPITAL,Children's hospital
Newcliff Apartment,8772 barry,Corrianne Hayzelden,(317) 750-6130,c.hayzelden@abc.com,2,73216,17,2,173,Store497,Mall497,10.8,10.2,2.7,2,2,3465,1804,2,Cool Beans Playhouse ,Cafe,FAIRVIEW LAKES MEDICAL CENTER,Geriatric
Woodholt Residency,8456 thatcher,Bevvy Iaquinta,(574) 964-7389,b.iaquinta@abc.com,4.5,75760,28,2,142,Store548,Mall548,10.3,9.9,7.7,1,1,1812,1621,2,Tulip Caterer,FineDining,WINONA HEALTH SERVICES,Psychiatric
Merrowcastle Heights,6524 kenneth,Miof mela Haverson,(904) 971-9510,m.mela@abc.com,5,76938,6,2,73,Store810,Mall810,4.6,2.5,6.1,1,1,3023,1975,3,Dear Sub,Takeout,SANFORD WORTHINGTON MEDICAL CENTER,Trauma centre
Ironbeach Tower,5119 madison,Kean Seed,(936) 221-7101,k.seed@abc.com,3.1,77909,6,12,70,Store563,Mall563,1.2,7.7,10.4,1,1,2305,1716,3,Fuffi 2000,FineDining,ST LUKES HOSPITAL,Rehabilitation
Lakecoast Apartment,9723 lakeside,Lois Tabor,(814) 824-7770,l.tabor@abc.com,2.7,74478,8,7,137,Store962,Mall962,6.3,6.6,10.3,2,2,2602,1533,2,Smother Brothers,FineDining,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Children's hospital
Goldmarble Residency,2839 lowell,Gizela Adicho,(864) 638-9001,g.adicho@abc.com,1.1,76249,13,9,189,Store306,Mall306,10.7,10.4,4.5,1,1,1862,785,3,Franklin Square Senior Center,FineDining,ST LUKES HOSPITAL,Geriatric
Goldmere Heights,6615 vanderpoel,Adriaens Cammelli,(832) 439-2229,a.cammelli@abc.com,2.3,76085,12,3,97,Store923,Mall923,9.9,10.1,1.6,2,2,2688,1433,2,Christian Faith Fellowship,Coffehouse,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Psychiatric
Cornesse Tower,9242 nassau,Normand Vitale,(315) 456-8677,n.vitale@abc.com,2.1,76026,15,4,96,Store934,Mall934,10.2,4.6,6.6,2,2,4227,1112,2,Basil Docs Crestmoor,Coffehouse,DOUGLAS COUNTY HOSPITAL,Trauma centre
Janmeadow Apartment,9120 lakeview,Jacquelin Paden,(402) 941-3719,j.paden@abc.com,4.3,76989,15,12,167,Store866,Mall866,9.6,1.5,10.7,2,3,2366,1334,4,Gianas Deli & Catering,FineDining,UNITED HOSPITAL,Rehabilitation
Shorecoast Residency,9829 lynn white,Gabriellia Menashi,(352) 220-3406,g.menashi@abc.com,4.2,74039,24,4,99,Store815,Mall815,6.5,6.2,9.5,2,2,3594,1967,3,Glaze,FineDining,LAKEVIEW MEMORIAL HOSPITAL,Children's hospital
Fielddell Heights,7739 westgate,Gisela Rooney-fowler,(301) 359-3164,g.rooney-fowler@abc.com,5,73914,18,8,88,Store27,Mall27,1.7,10.8,10.4,1,1,3151,738,3,Darcys Dogs & Shrimp Shack,Tavern,FAIRVIEW LAKES MEDICAL CENTER,Geriatric
Summerford Tower,5853 belden,Dredi Millikan,(936) 797-0561,d.millikan@abc.com,2.9,76281,17,8,185,Store705,Mall705,1.7,9.3,9.9,2,3,3700,486,2,Chuys,FineDining,ST LUKES HOSPITAL,Psychiatric
Icesilver Apartment,3391 calumet access,Onofredo Andolina,(308) 207-5846,o.andolina@abc.com,1.2,76210,17,12,126,Store63,Mall63,8.6,10.3,6.2,1,1,3673,1824,2,Blue Bayou,Bar,REGINA HOSPITAL,Trauma centre
Merrowbarrow Residency,1136 haft,Donn Breslow,(813) 188-2546,d.breslow@abc.com,5,73319,7,10,78,Store588,Mall588,2.5,9.4,1.2,2,2,3794,460,2,Recovery Sports Grill Amsterdam,Bar,DOUGLAS COUNTY HOSPITAL,Rehabilitation
Hollowcastle Heights,9224 estes,Meaghan Scott,(612) 696-2647,m.scott@abc.com,3.5,74132,24,6,63,Store978,Mall978,3,6.7,1.8,1,1,1713,1305,4,Coffee Beaner,Bar,CHOCTAW GENERAL HOSPITAL,Children's hospital
Westermarsh Tower,7158 davlin,Skip Merzdorf,(520) 207-4484,s.merzdorf@abc.com,2,73367,25,3,149,Store438,Mall438,8.8,1.3,8.6,2,2,3121,1316,2,Restaurant Depot,Hotel,ST CLOUD HOSPITAL,Geriatric
Roseelf Apartment,5816 marble,Cristine Bettuzzi,(731) 547-5744,c.bettuzzi@abc.com,1.3,74070,19,12,126,Store253,Mall253,7.3,1.5,2.4,1,1,4095,871,4,Udderly Delicious,Hotel,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Psychiatric
Snowpond Residency,4160 midway airport lower,Rabi Brustein,(347) 655-5374,r.brustein@abc.com,4.8,75413,19,9,123,Store80,Mall80,7.5,8.2,3.1,2,3,3454,814,2,Childrens House,Icecream,ST LUKES HOSPITAL,Trauma centre
Barrowhill Heights,7745 marketplace access,Ulric Stoto,(615) 966-8714,u.stoto@abc.com,2.5,71437,18,1,105,Store37,Mall37,4.9,2.1,8,1,1,3610,814,3,Ralphs Famous Italian Ices,Icecream,DOUGLAS COUNTY HOSPITAL,Rehabilitation
Southash Tower,6772 ardmore,Nada Graunt,(703) 682-0588,n.graunt@abc.com,2,72666,30,4,86,Store710,Mall710,10,3.9,7.2,2,2,3725,1662,3,Ralphs Ices,Icecream,SANFORD WORTHINGTON MEDICAL CENTER,Children's hospital
Wintersage Apartment,6250 richland,Madelaine Sacher,(765) 199-9538,m.sacher@abc.com,1,72781,11,2,114,Store17,Mall17,4.7,8.5,7.1,2,3,2282,362,2,Allegany Mountain Resort,Resort,UNITED HOSPITAL,Geriatric
Valbarrow Residency,2093 wallen,Jaquelyn Loric,(858) 601-8558,j.loric@abc.com,3.8,74318,15,10,173,Store995,Mall995,1.8,7.6,4.2,1,1,4123,1970,4,Prince Umberto Ii,FineDining,ST CLOUD HOSPITAL,Psychiatric
Wellmist Heights,1833 wacker ramp,Viviana Ouderkirk,(316) 656-7997,v.ouderkirk@abc.com,2.8,73089,18,9,163,Store557,Mall557,2.1,8,10.9,2,3,4083,1487,2,Hayloft Pub,Pub,ST LUKES HOSPITAL,Trauma centre
Bellwyn Tower,8175 st michaels,Laura Stopple,(540) 331-7949,l.stopple@abc.com,4.7,72111,22,1,137,Store509,Mall509,7.8,4.8,4.3,2,3,3756,846,3,Homer Fire Dept Community Bldg,Cafeteria,WINONA HEALTH SERVICES,Rehabilitation
Springviolet Apartment,1156 leonard,Diena Hayford,(408) 531-5727,d.hayford@abc.com,5,76181,9,6,116,Store472,Mall472,5,10.4,1.5,1,1,3430,1439,2,Villa Vitale,Resort,ST LUKES HOSPITAL,Children's hospital
Coldbarrow Residency,1535 parkview,Eada Bulwer,(312) 889-4874,e.bulwer@abc.com,5,73481,28,7,155,Store200,Mall200,3.8,4,3,2,2,3175,1775,2,Sandwich Works Cafe,Takeout,DOUGLAS COUNTY HOSPITAL,Geriatric
Greyway Heights,1004 109th,Vickie Kittridge,(502) 625-2827,v.kittridge@abc.com,5,74894,6,8,182,Store173,Mall173,7,1.6,7.2,1,1,3224,417,4,Iannellis,FineDining,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Psychiatric
Jantown Tower,6668 kreiter,Fleming Ozkaynak,(509) 557-7292,f.ozkaynak@abc.com,3.4,71517,14,7,69,Store923,Mall923,4.2,2.4,5.8,2,2,2561,907,2,Grand Royale Hotel,Hotel,SANFORD WORTHINGTON MEDICAL CENTER,Trauma centre
Corwick Apartment,6460 balbo,Randa Steutel,(872) 839-1989,r.steutel@abc.com,1.2,73256,27,12,188,Store116,Mall116,10.3,7.1,3.5,2,2,1771,1461,4,Jcc Coffee Shop,Coffeehouse,SANFORD WORTHINGTON MEDICAL CENTER,Rehabilitation
Deepspring Residency,8451 grady,Rodd Scalia,(262) 689-7293,r.scalia@abc.com,2,78193,20,5,110,Store840,Mall840,5.6,5.4,7.8,2,3,2918,1225,4,The Greenstone At Mels Bakery & Cafe Fse,Bakery,FAIRVIEW LAKES MEDICAL CENTER,Children's hospital
Highland Heights,428 ridgeland,Delano Rabe,(540) 199-3950,d.rabe@abc.com,4.3,76237,16,1,150,Store281,Mall281,11,3.2,4.8,2,3,2498,1682,4,Balmoral Home,Hotel,UNITED HOSPITAL,Geriatric
Mallowfalcon Tower,6449 thomas,Hersh Zaragoza,(920) 942-6242,h.zaragoza@abc.com,1.4,71735,23,2,57,Store39,Mall39,6.1,7.8,10.6,2,3,2702,1950,4,Canton Express Restaurant,Hotel,UNITED HOSPITAL,Psychiatric
Crystalwyn Apartment,4378 41st,Omar Taplin,(575) 936-1820,o.taplin@abc.com,3.9,73602,9,6,129,Store636,Mall636,5.8,5,5.4,1,1,1714,1688,3,Beggars Pizza,Pizzeria,ST CLOUD HOSPITAL,Trauma centre
Esterfay Residency,8770 malta,Micah Careghini,(805) 488-4585,m.careghini@abc.com,2.3,77597,11,6,157,Store248,Mall248,9.3,10.3,10.6,2,2,4210,1338,3,Pandali Restaurant,Cafe,RIDGEVIEW MEDICAL CENTER,Rehabilitation
Dellbarrow Heights,6502 narragansett,Em Flowerdew,(617) 758-7324,e.flowerdew@abc.com,5,76026,15,4,96,Store365,Mall365,7.3,5.1,6.3,2,2,1959,415,3,Ponys Pub,Pub,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Children's hospital
Crystalgate Tower,9633 latham,Smith Millikan,(262) 510-0865,s.millikan@abc.com,2.1,73239,28,11,141,Store971,Mall971,8.6,10.2,5.9,2,2,3301,1774,4,Joshuas Cafe,Cafe,SANFORD WORTHINGTON MEDICAL CENTER,Geriatric
Wyvernport Apartment,9843 sangamon,Thayne Boyum,(530) 476-9230,t.boyum@abc.com,1.2,77584,27,9,128,Store536,Mall536,7.1,6.3,9.9,2,3,2080,1322,3,Mangiamo Pizza,Pizzeria,WINONA HEALTH SERVICES,Psychiatric
Springpine Residency,5742 canalport,Jakie Mehra,(947) 534-1767,j.mehra@abc.com,1.3,74657,15,2,123,Store370,Mall370,9.3,5.4,7.2,1,1,4366,1651,2,Candlelight Tavern,Cafe,DOUGLAS COUNTY HOSPITAL,Trauma centre
Grasspond Heights,5898 9th,Glenn Waldor,(713) 212-7942,g.waldor@abc.com,1,76899,7,4,173,Store881,Mall881,9.6,9.9,8.5,2,3,2534,628,3,A & R Bakery,Bakery,PARK NICOLLET METHODIST HOSPITAL,Rehabilitation
Coasthedge Tower,5629 dan ryan 71st st,Dulce Rizzi,(317) 339-6716,d.rizzi@abc.com,1.6,75772,14,3,108,Store450,Mall450,2.3,7.8,7.7,2,2,4159,654,4,Hotel Roosevelt,FineDining,ST CLOUD HOSPITAL,Children's hospital
Butterlake Apartment,1530 chester,Peggy Cantalupa,(206) 298-9959,p.cantalupa@abc.com,1.1,72597,15,11,169,Store266,Mall266,6,8.3,9.7,2,2,4477,1477,4,Grammies Place,Takeout,SANFORD WORTHINGTON MEDICAL CENTER,Geriatric
Beldell Residency,5552 louise,Torey Choi,(361) 888-9223,t.choi@abc.com,3.3,77346,12,11,85,Store300,Mall300,1.5,7.9,9.1,1,1,1962,1836,3,Kikkos Koffee House,Coffehouse,SANFORD WORTHINGTON MEDICAL CENTER,Psychiatric
Wellfort Heights,7737 n branch canal,Delcine Luppi,(231) 681-9727,d.luppi@abc.com,5,75123,11,7,153,Store912,Mall912,10.8,9.6,2.4,2,3,4377,1073,3,Staybridge Suites Dia,Hotel,UNITED HOSPITAL,Trauma centre
Greydell Tower,4227 benson,Chester Cuccurullo,(201) 834-6627,c.cuccurullo@abc.com,1.4,76249,13,9,189,Store44,Mall44,6.3,9.4,5.7,2,3,1791,1920,3,Groovy Granola,Hotel,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Rehabilitation
Fairflower Apartment,943 bissell,Lay Loren,(609) 277-7607,l.loren@abc.com,4.1,71765,29,11,169,Store691,Mall691,8.1,2.2,1.6,2,3,4219,1929,2,Watkins Glen State Park Lower Gorge Snack,Cafe,ST LUKES HOSPITAL,Children's hospital
Mallowborough Residency,6662 yale,Mirilla Tolan,(507) 655-4566,m.tolan@abc.com,3.5,71854,7,5,108,Store156,Mall156,2.9,5.1,10.2,2,3,3836,530,2,Cool Beans Playhouse ,Cafe,WINONA HEALTH SERVICES,Geriatric
Swynwyn Heights,7390 burton,Lilla Matsuda,(219) 629-5852,l.matsuda@abc.com,5,71363,20,9,61,Store460,Mall460,6.6,1.7,6.8,1,1,3563,1322,2,Tulip Caterer,FineDining,REGINA HOSPITAL,Psychiatric
Clearpond Tower,4406 kolmar,Dory Stopple,(678) 290-4054,d.stopple@abc.com,2.2,74978,18,4,187,Store786,Mall786,7.2,10.8,8.7,1,1,2207,1701,4,Dear Sub,Takeout,FAIRVIEW LAKES MEDICAL CENTER,Trauma centre
Woodhill Apartment,6507 high bridge,Deck Heeger,(336) 523-7069,d.heeger@abc.com,1.8,74479,5,10,142,Store312,Mall312,4.7,6.5,2,2,2,4101,531,2,Fuffi 2000,FineDining,ST LUKES HOSPITAL,Rehabilitation
Bluesummer Residency,160 armitage,Wyatt Castagnola,(216) 431-4286,w.castagnola@abc.com,3,74419,12,12,133,Store256,Mall256,7,8.5,6.4,2,3,2979,386,2,Smother Brothers,FineDining,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Children's hospital
Fieldcoast Heights,7863 linder,Estrella Driesse,(702) 425-3836,e.driesse@abc.com,1.1,75016,18,9,150,Store249,Mall249,2.6,2.1,7.2,2,2,3151,1510,3,Franklin Square Senior Center,FineDining,DOUGLAS COUNTY HOSPITAL,Geriatric
Snowhaven Tower,6124 42nd,Marilee Schellenberg,(331) 173-3834,m.schellenberg@abc.com,4.6,76555,9,8,56,Store154,Mall154,8.2,6.5,4.7,2,3,4489,579,4,Christian Faith Fellowship,Coffehouse,ST LUKES HOSPITAL,Psychiatric
Icemount Apartment,5482 brainard,Vickie Chadbourne,(339) 444-0717,v.chadbourne@abc.com,4.3,71328,14,6,146,Store929,Mall929,9.5,7.6,6.5,2,3,1716,1285,4,Basil Docs Crestmoor,Coffehouse,SANFORD WORTHINGTON MEDICAL CENTER,Trauma centre
Mallowston Residency,9875 43rd,Agna Mills,(754) 580-2915,a.mills@abc.com,2.9,77074,22,8,102,Store760,Mall760,8.6,4.6,2.4,2,2,3583,898,2,Gianas Deli & Catering,FineDining,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Rehabilitation
Winterash Heights,931 pollock,Corny Bull,(330) 482-2800,c.bull@abc.com,4.9,72263,21,4,109,Store144,Mall144,4.9,6.6,8.4,2,2,2459,1543,2,Glaze,FineDining,REGINA HOSPITAL,Children's hospital
Barrowhollow Tower,8692 cregier,Thayne Boyum,(530) 476-9230,t.boyum@abc.com,2,74620,7,6,98,Store349,Mall349,3.9,2,9,2,2,3077,1549,4,Darcys Dogs & Shrimp Shack,Tavern,FAIRVIEW LAKES MEDICAL CENTER,Geriatric
Beachbarrow Apartment,4880 leyden,Sansone Stark,(231) 306-4524,s.stark@abc.com,5,72813,15,11,144,Store942,Mall942,4.6,8.3,8.7,1,1,4322,712,2,Chuys,FineDining,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Psychiatric
Aldpine Residency,8683 coast guard,Kalindi Orsher,(505) 393-8096,k.orsher@abc.com,5,74069,29,3,167,Store7,Mall7,6.2,9.8,4,2,2,2611,1245,4,Blue Bayou,Bar,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Trauma centre
Merrowfort Heights,99 bross,Garik Singel,(219) 372-9270,g.singel@abc.com,3.9,73725,7,2,180,Store952,Mall952,8.2,8.7,4,1,1,3569,1123,3,Recovery Sports Grill Amsterdam,Bar,WINONA HEALTH SERVICES,Rehabilitation
Woodmead Tower,9093 holland,Sher Corvey,(859) 158-5701,s.corvey@abc.com,3.1,73748,22,2,140,Store969,Mall969,9.5,4.9,4.3,2,3,4056,1764,3,Coffee Beaner,Bar,WINONA HEALTH SERVICES,Children's hospital
Brightmaple Apartment,7029 independence,Ali Samaranayake,(475) 243-6733,a.samaranayake@abc.com,4.1,72688,17,2,84,Store46,Mall46,6.4,3.7,6.8,1,1,4121,1018,3,Restaurant Depot,Hotel,WINONA HEALTH SERVICES,Geriatric
Waterbourne Residency,2955 osage,Trista Pyro,(225) 326-9978,t.pyro@abc.com,5,75256,27,8,174,Store247,Mall247,3.7,4.6,8.6,2,3,3803,1493,2,Udderly Delicious,Hotel,ST CLOUD HOSPITAL,Psychiatric
Rayfield Heights,558 kennedy division st,Nada Graunt,(703) 682-0588,n.graunt@abc.com,2.8,76415,18,6,110,Store90,Mall90,5.2,6.2,9.8,2,3,1993,1437,2,Childrens House,Icecream,ST LUKES HOSPITAL,Trauma centre
Newvale Tower,3525 poplar,Stefan Engquist,(313) 335-1078,s.engquist@abc.com,1,72586,22,1,141,Store146,Mall146,2.7,8.8,6.5,2,2,4065,824,2,Ralphs Famous Italian Ices,Icecream,DOUGLAS COUNTY HOSPITAL,Rehabilitation
Goldmarsh Apartment,7365 hunt,Tilda Barraza,(507) 810-9741,t.barraza@abc.com,3.2,77768,8,12,100,Store129,Mall129,6.7,9.9,3.8,2,2,4455,437,3,Ralphs Ices,Icecream,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,Children's hospital
Beachmont Residency,1300 iowa,Kerry Hazen,(626) 306-0274,k.hazen@abc.com,5,76440,8,3,78,Store741,Mall741,4.6,7,5.3,1,1,4090,895,3,Allegany Mountain Resort,Resort,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,Geriatric
Greenfair Heights,7310 green,Teodor Kok,(417) 405-5255,t.kok@abc.com,4.5,75748,24,2,82,Store288,Mall288,3.7,3.7,2.3,1,1,2533,999,2,Prince Umberto Ii,FineDining,FAIRVIEW LAKES MEDICAL CENTER,Psychiatric
Landhall Tower,6973 i57,Ignazio Lakey,(770) 951-2114,i.lakey@abc.com,2.7,73873,20,10,69,Store796,Mall796,9.3,5.3,6.6,2,2,1571,1684,3,Hayloft Pub,Pub,WINONA HEALTH SERVICES,Trauma centre
Northburn Apartment,3348 wells,El Khalsa,(406) 986-9553,e.khalsa@abc.com,3.7,74074,12,11,122,Store64,Mall64,4.5,2.7,4.9,2,3,4305,1430,3,Homer Fire Dept Community Bldg,Cafeteria,SANFORD WORTHINGTON MEDICAL CENTER,Rehabilitation
Aldspring Residency,6809 grady,Hans Runge,(925) 884-7787,h.runge@abc.com,3.4,76181,9,6,116,Store654,Mall654,5.3,6.6,3.4,2,2,4305,941,4,Villa Vitale,Resort,UNITED HOSPITAL,Children's hospital
Stonemoor Heights,336 kirkland,Sher Corvey,(859) 158-5701,s.corvey@abc.com,3.3,76095,26,1,118,Store151,Mall151,9.5,4.9,9.5,1,1,1758,900,2,Sandwich Works Cafe,Takeout,CHOCTAW GENERAL HOSPITAL,Geriatric
Vertloch Tower,9557 bishop ford 115th st,Merwin Whitaker,(479) 570-4732,m.whitaker@abc.com,4.6,71653,30,2,161,Store929,Mall929,1.1,3.7,4.1,2,2,1655,909,2,Iannellis,FineDining,CHOCTAW GENERAL HOSPITAL,Psychiatric
Stonepine Apartment,2787 james m rochford,Virge Prestwich,(253) 126-2639,v.prestwich@abc.com,5,72616,20,4,135,Store754,Mall754,7.4,9.4,5.9,1,1,3795,809,4,Grand Royale Hotel,Hotel,CHOCTAW GENERAL HOSPITAL,Trauma centre
Lochmist Residency,8713 marion,Raynor Mccaslin,(605) 653-9786,r.mccaslin@abc.com,3.5,77716,12,7,55,Store288,Mall288,7.4,4.2,9.5,1,1,3223,935,3,Jcc Coffee Shop,Coffeehouse,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Coldwolf Heights,1194 brighton,Gregoire Forgione,(657) 205-4884,g.forgione@abc.com,3.8,76328,26,3,114,Store879,Mall879,2.8,5.7,1.4,2,2,3379,318,4,The Greenstone At Mels Bakery & Cafe Fse,Bakery,CHOCTAW GENERAL HOSPITAL,Children's hospital
Oldlyn Tower,2528 bryn mawr,Rona Africa,(779) 710-1867,r.africa@abc.com,1.3,72455,30,2,186,Store477,Mall477,7,9.1,7.8,1,1,3416,1998,4,Balmoral Home,Hotel,CHOCTAW GENERAL HOSPITAL,Geriatric
Goldlight Apartment,3106 caton,Lilla Matsuda,(219) 629-5852,l.matsuda@abc.com,4.6,73150,12,10,66,Store118,Mall118,7.7,1.4,7.8,2,3,1572,344,4,Canton Express Restaurant,Hotel,CHOCTAW GENERAL HOSPITAL,Psychiatric
Snowmount Residency,1562 dan ryan 76th st,Theobald Dozier,(937) 807-5238,t.dozier@abc.com,2.6,74381,26,8,78,Store310,Mall310,9.5,7.2,2.6,2,3,3668,1796,3,Beggars Pizza,Pizzeria,CHOCTAW GENERAL HOSPITAL,Trauma centre
Linley Heights,5928 stone,Carry Rinker,(718) 775-8454,c.rinker@abc.com,5,77251,27,8,93,Store237,Mall237,2.1,8,7.6,2,2,3812,677,4,Pandali Restaurant,Cafe,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Merriville Tower,3177 eriksen,Virge Bercovitch,(773) 731-0754,v.bercovitch@abc.com,5,75931,5,5,139,Store659,Mall659,4.3,2.8,7.5,2,3,3100,1022,3,Ponys Pub,Pub,ST CLOUD HOSPITAL,Children's hospital
Aldoak Apartment,38 heath,Richardo Vaut,(831) 195-2855,r.vaut@abc.com,3.2,77336,13,4,184,Store28,Mall28,3.1,7.9,10,1,1,2731,975,4,Joshuas Cafe,Cafe,FRYE REGIONAL MEDICAL CENTER,Geriatric
Vertdell Residency,4612 baggot,Chevy Bisema,(989) 825-7591,c.bisema@abc.com,2.3,75005,27,3,134,Store121,Mall121,10.9,7.4,2.1,1,1,2302,637,4,Mangiamo Pizza,Pizzeria,CHOCTAW GENERAL HOSPITAL,Psychiatric
Wyvernmont Heights,4578 anthony,Thor Seale,(208) 884-8703,t.seale@abc.com,2.1,77636,15,6,155,Store656,Mall656,3.8,9.4,4.8,1,1,2880,1921,4,Candlelight Tavern,Cafe,CHOCTAW GENERAL HOSPITAL,Trauma centre
Estertown Tower,1928 avenue l,Miof mela Haverson,(904) 971-9510,m.mela@abc.com,4.3,72945,5,7,85,Store146,Mall146,1.2,2.2,3.4,2,3,3974,852,2,A & R Bakery,Bakery,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Dracburn Apartment,7924 de saible,Shalna Berman,(803) 407-5110,s.berman@abc.com,1.5,77008,30,11,169,Store676,Mall676,6.5,4.7,10.3,2,2,4495,692,4,Hotel Roosevelt,FineDining,CHOCTAW GENERAL HOSPITAL,Children's hospital
Norfort Residency,568 eberhart,Michael Orsher,(347) 353-1874,m.orsher@abc.com,5,72864,6,5,100,Store115,Mall115,6.2,3.7,3.9,1,1,2385,502,3,Grammies Place,Takeout,CHOCTAW GENERAL HOSPITAL,Geriatric
Brightland Heights,8726 oleander,Murdoch Harmeling,(636) 940-2041,m.harmeling@abc.com,5,73263,28,6,112,Store682,Mall682,10.7,11,1,1,1,4186,1162,2,Kikkos Koffee House,Coffehouse,CHOCTAW GENERAL HOSPITAL,Psychiatric
Redgold Tower,2078 lakeview,Emmett Kalford,(814) 265-4849,e.kalford@abc.com,1.2,71384,19,2,156,Store965,Mall965,8.5,3,6.9,2,3,1926,619,2,Staybridge Suites Dia,Hotel,CHOCTAW GENERAL HOSPITAL,Trauma centre
Morville Apartment,4363 kennedy ib eisenhower ib,Stanford Markatos,(754) 908-3037,s.markatos@abc.com,3.1,75491,8,6,89,Store13,Mall13,10.2,1.8,6.1,2,2,3836,1410,4,Groovy Granola,Hotel,CHOCTAW GENERAL HOSPITAL,Rehabilitation
Stonebutter Residency,247 mendell,Lara Guida,(810) 899-0577,l.guida@abc.com,2.7,71485,9,8,181,Store199,Mall199,7.5,7,10.5,2,2,3822,1327,2,Watkins Glen State Park Lower Gorge Snack,Cafe,CHOCTAW GENERAL HOSPITAL,Children's hospital
